SERIES_1_2	 "Imoncont"	  ""	 07-Jan-2019	 17:10:30.249
EPC10/2-1	 V-Clamp	 -60.000m	  10.000m	  7.3014k	  6.6448p	  8.1015p
EPC10/2-2	 V-Clamp	  0.0000 	  1.0000m	  2.8735k	  0.0000 	  1.0000p
Sweep #	 R_time[s]	   Mean[A]	    Min[A]	     a2-b3	  Constant	     a5/b4
1	61830,000000000000000	-109,810000000000002	-642,870000000000005	0,000000000533060	10,000000000000000	18,759000000000000
2	61831,000000000000000	-115,430000000000007	-643,779999999999973	0,000000000528360	10,000000000000000	18,927000000000000
3	61831,000000000000000	-109,400000000000006	-647,809999999999945	0,000000000538410	10,000000000000000	18,573000000000000
4	61832,000000000000000	-111,340000000000003	-636,720000000000027	0,000000000525380	10,000000000000000	19,033999999999999
5	61832,000000000000000	-112,890000000000001	-650,970000000000027	0,000000000538070	10,000000000000000	18,585000000000001
6	61832,000000000000000	-120,909999999999997	-649,690000000000055	0,000000000528780	10,000000000000000	18,911000000000001
7	61833,000000000000000	-112,230000000000004	-642,250000000000000	0,000000000530020	10,000000000000000	18,867000000000001
8	61833,000000000000000	-107,950000000000003	-639,279999999999973	0,000000000531340	10,000000000000000	18,821000000000002
9	61834,000000000000000	-107,450000000000003	-651,409999999999968	0,000000000543950	10,000000000000000	18,384000000000000
10	61834,000000000000000	-116,099999999999994	-644,120000000000005	0,000000000528020	10,000000000000000	18,939000000000000
11	61835,000000000000000	-115,340000000000003	-642,690000000000055	0,000000000527350	10,000000000000000	18,963000000000001
12	61835,000000000000000	-109,329999999999998	-629,370000000000005	0,000000000520040	10,000000000000000	19,228999999999999
13	61835,000000000000000	-115,079999999999998	-649,629999999999995	0,000000000534540	10,000000000000000	18,707999999999998
14	61836,000000000000000	-110,739999999999995	-633,620000000000005	0,000000000522880	10,000000000000000	19,125000000000000
15	61836,000000000000000	-113,870000000000005	-628,000000000000000	0,000000000514130	10,000000000000000	19,449999999999999
16	61837,000000000000000	-111,519999999999996	-659,059999999999945	0,000000000547540	10,000000000000000	18,263999999999999
17	61837,000000000000000	-118,449999999999989	-652,750000000000000	0,000000000534300	10,000000000000000	18,716000000000001
18	61838,000000000000000	-135,409999999999997	-638,879999999999995	0,000000000503460	10,000000000000000	19,861999999999998
19	61838,000000000000000	-107,709999999999994	-642,309999999999945	0,000000000534600	10,000000000000000	18,704999999999998
20	61839,000000000000000	-136,580000000000013	-646,870000000000005	0,000000000510300	10,000000000000000	19,596000000000000
21	61839,000000000000000	-116,150000000000006	-642,690000000000055	0,000000000526540	10,000000000000000	18,992000000000001
22	61839,000000000000000	-112,920000000000002	-628,220000000000027	0,000000000515300	10,000000000000000	19,405999999999999
23	61840,000000000000000	-111,219999999999999	-646,220000000000027	0,000000000535000	10,000000000000000	18,690999999999999
24	61840,000000000000000	-138,560000000000002	-647,220000000000027	0,000000000508660	10,000000000000000	19,660000000000000
25	61841,000000000000000	-112,840000000000003	-648,529999999999973	0,000000000535690	10,000000000000000	18,667999999999999
26	61841,000000000000000	-111,700000000000003	-636,120000000000005	0,000000000524430	10,000000000000000	19,068000000000001
27	61842,000000000000000	-115,560000000000002	-649,500000000000000	0,000000000533940	10,000000000000000	18,728999999999999
28	61842,000000000000000	-109,650000000000006	-649,690000000000055	0,000000000540040	10,000000000000000	18,516999999999999
29	61842,000000000000000	-112,930000000000007	-634,059999999999945	0,000000000521130	10,000000000000000	19,189000000000000
30	61843,000000000000000	-125,709999999999994	-656,559999999999945	0,000000000530850	10,000000000000000	18,838000000000001
31	61843,000000000000000	-123,329999999999998	-643,409999999999968	0,000000000520070	10,000000000000000	19,228000000000002
32	61844,000000000000000	-110,010000000000005	-659,120000000000005	0,000000000549120	10,000000000000000	18,210999999999999
33	61844,000000000000000	-111,189999999999998	-650,190000000000055	0,000000000539000	10,000000000000000	18,553000000000001
34	61845,000000000000000	-111,299999999999997	-649,250000000000000	0,000000000537950	10,000000000000000	18,588999999999999
35	61845,000000000000000	-116,159999999999997	-654,590000000000032	0,000000000538430	10,000000000000000	18,573000000000000
36	61846,000000000000000	-113,219999999999999	-645,590000000000032	0,000000000532370	10,000000000000000	18,783999999999999
37	61846,000000000000000	-133,650000000000006	-662,809999999999945	0,000000000529160	10,000000000000000	18,898000000000000
38	61846,000000000000000	-115,459999999999994	-653,500000000000000	0,000000000538040	10,000000000000000	18,585999999999999
39	61847,000000000000000	-120,619999999999990	-641,000000000000000	0,000000000520380	10,000000000000000	19,216999999999999
40	61847,000000000000000	-120,850000000000009	-637,059999999999945	0,000000000516220	10,000000000000000	19,372000000000000
41	61848,000000000000000	-112,579999999999998	-646,220000000000027	0,000000000533640	10,000000000000000	18,739000000000001
42	61848,000000000000000	-125,750000000000014	-676,190000000000055	0,000000000550430	10,000000000000000	18,167000000000002
43	61849,000000000000000	-113,489999999999995	-678,879999999999995	0,000000000565390	10,000000000000000	17,687000000000001
44	61849,000000000000000	-119,739999999999995	-641,190000000000055	0,000000000521440	10,000000000000000	19,178000000000001
45	61849,000000000000000	-114,920000000000002	-656,720000000000027	0,000000000541800	10,000000000000000	18,457000000000001
46	61850,000000000000000	-119,739999999999995	-633,879999999999995	0,000000000514140	10,000000000000000	19,449999999999999
47	61850,000000000000000	-115,329999999999998	-639,470000000000027	0,000000000524140	10,000000000000000	19,079000000000001
48	61851,000000000000000	-115,219999999999999	-639,029999999999973	0,000000000523810	10,000000000000000	19,091000000000001
49	61851,000000000000000	-107,859999999999999	-635,059999999999945	0,000000000527200	10,000000000000000	18,968000000000000
50	61852,000000000000000	-117,390000000000001	-635,620000000000005	0,000000000518240	10,000000000000000	19,295999999999999
51	61852,000000000000000	-121,500000000000000	-641,940000000000055	0,000000000520440	10,000000000000000	19,215000000000000
52	61853,000000000000000	-115,000000000000000	-640,809999999999945	0,000000000525810	10,000000000000000	19,018000000000001
53	61853,000000000000000	-119,280000000000001	-645,720000000000027	0,000000000526440	10,000000000000000	18,995000000000001
54	61853,000000000000000	-118,950000000000017	-649,250000000000000	0,000000000530300	10,000000000000000	18,856999999999999
55	61854,000000000000000	-171,659999999999997	-711,220000000000027	0,000000000539560	10,000000000000000	18,533999999999999
56	61854,000000000000000	-137,050000000000011	-668,190000000000055	0,000000000531140	10,000000000000000	18,827999999999999
57	61855,000000000000000	-127,040000000000006	-633,059999999999945	0,000000000506030	10,000000000000000	19,762000000000000
58	61855,000000000000000	-117,620000000000005	-642,720000000000027	0,000000000525100	10,000000000000000	19,044000000000000
59	61856,000000000000000	-122,779999999999987	-641,059999999999945	0,000000000518280	10,000000000000000	19,295000000000002
60	61856,000000000000000	-113,040000000000006	-650,690000000000055	0,000000000537640	10,000000000000000	18,600000000000001
61	61856,000000000000000	-114,150000000000006	-649,120000000000005	0,000000000534970	10,000000000000000	18,693000000000001
62	61857,000000000000000	-128,759999999999991	-656,559999999999945	0,000000000527800	10,000000000000000	18,946999999999999
63	61857,000000000000000	-116,129999999999995	-628,029999999999973	0,000000000511900	10,000000000000000	19,535000000000000
64	61858,000000000000000	-116,180000000000007	-621,120000000000005	0,000000000504940	10,000000000000000	19,803999999999998
65	61858,000000000000000	-117,519999999999996	-654,279999999999973	0,000000000536760	10,000000000000000	18,629999999999999
66	61859,000000000000000	-123,819999999999993	-646,379999999999995	0,000000000522550	10,000000000000000	19,137000000000000
67	61859,000000000000000	-117,579999999999998	-630,840000000000032	0,000000000513260	10,000000000000000	19,483000000000001
68	61860,000000000000000	-113,209999999999994	-635,440000000000055	0,000000000522220	10,000000000000000	19,149000000000001
69	61860,000000000000000	-117,219999999999985	-644,529999999999973	0,000000000527310	10,000000000000000	18,963999999999999
70	61860,000000000000000	-119,139999999999986	-655,840000000000032	0,000000000536700	10,000000000000000	18,632000000000001
71	61861,000000000000000	-117,609999999999999	-637,159999999999968	0,000000000519540	10,000000000000000	19,248000000000001
72	61861,000000000000000	-128,710000000000008	-659,779999999999973	0,000000000531070	10,000000000000000	18,829999999999998
73	61862,000000000000000	-117,150000000000006	-625,970000000000027	0,000000000508820	10,000000000000000	19,652999999999999
74	61862,000000000000000	-117,629999999999981	-663,409999999999968	0,000000000545770	10,000000000000000	18,323000000000000
75	61863,000000000000000	-121,309999999999988	-655,970000000000027	0,000000000534660	10,000000000000000	18,704000000000001
76	61863,000000000000000	-117,430000000000007	-633,720000000000027	0,000000000516290	10,000000000000000	19,369000000000000
77	61863,000000000000000	-117,519999999999996	-640,190000000000055	0,000000000522660	10,000000000000000	19,132999999999999
78	61864,000000000000000	-116,759999999999991	-639,090000000000032	0,000000000522330	10,000000000000000	19,145000000000000
79	61864,000000000000000	-117,720000000000013	-639,409999999999968	0,000000000521680	10,000000000000000	19,169000000000000
80	61865,000000000000000	-118,370000000000005	-664,750000000000000	0,000000000546380	10,000000000000000	18,302000000000000
81	61865,000000000000000	-114,819999999999993	-636,970000000000027	0,000000000522150	10,000000000000000	19,152000000000001
82	61866,000000000000000	-114,170000000000002	-644,000000000000000	0,000000000529830	10,000000000000000	18,873999999999999
83	61866,000000000000000	-114,750000000000000	-648,750000000000000	0,000000000534000	10,000000000000000	18,727000000000000
84	61867,000000000000000	-122,779999999999987	-638,220000000000027	0,000000000515440	10,000000000000000	19,401000000000000
85	61867,000000000000000	-117,620000000000005	-640,779999999999973	0,000000000523160	10,000000000000000	19,114000000000001
86	61867,000000000000000	-114,700000000000003	-653,250000000000000	0,000000000538550	10,000000000000000	18,568999999999999
87	61868,000000000000000	-121,049999999999983	-637,750000000000000	0,000000000516700	10,000000000000000	19,353999999999999
88	61868,000000000000000	-116,170000000000002	-631,620000000000005	0,000000000515450	10,000000000000000	19,399999999999999
89	61869,000000000000000	-113,310000000000002	-627,970000000000027	0,000000000514660	10,000000000000000	19,430000000000000
