
Sweep #,       Time[s],        SweepC,       Mean[V],         a4-b5
    458,   52.7817089k,  -94.7378510p,  -567.625003p,   472.887152p,   10.0000000m,   21.1466942M
    459,   52.7821609k,  -98.9982449p,  -577.406234p,   478.407989p,   10.0000000m,   20.9026610M
    460,   52.7825979k,  -91.5556502p,  -569.156278p,   477.600627p,   10.0000000m,   20.9379959M
    461,   52.7830499k,  -94.2254464p,  -581.593773p,   487.368327p,   10.0000000m,   20.5183625M
    462,   52.7835023k,  -98.0588194p,  -576.218739p,   478.159920p,   10.0000000m,   20.9135053M
    463,   52.7839463k,  -97.5198847p,  -564.000013p,   466.480129p,   10.0000000m,   21.4371404M
    464,   52.7843919k,  -94.4713399p,  -573.218750p,   478.747410p,   10.0000000m,   20.8878414M
    465,   52.7848289k,  -95.4842387p,  -575.906267p,   480.422028p,   10.0000000m,   20.8150322M
    466,   52.7852809k,  -92.3167258p,  -575.281267p,   482.964541p,   10.0000000m,   20.7054538M
    467,   52.7857179k,  -92.1457880p,  -556.937496p,   464.791708p,   10.0000000m,   21.5150138M
    468,   52.7861699k,  -92.6614981p,  -580.250015p,   487.588517p,   10.0000000m,   20.5090966M
    469,   52.7866069k,  -95.8334243p,  -579.031267p,   483.197843p,   10.0000000m,   20.6954566M
    470,   52.7870438k,  -89.1719432p,  -579.531256p,   490.359313p,   10.0000000m,   20.3932091M
    471,   52.7874809k,  -91.4393232p,  -570.343772p,   478.904449p,   10.0000000m,   20.8809921M
    472,   52.7879169k,  -91.8385361p,  -586.093729p,   494.255193p,   10.0000000m,   20.2324632M
    473,   52.7883539k,  -100.952239p,  -587.125015p,   486.172776p,   10.0000000m,   20.5688193M
    474,   52.7887909k,  -98.7929730p,  -595.406224p,   496.613251p,   10.0000000m,   20.1363938M
    475,   52.7892279k,  -103.896964p,  -585.125004p,   481.228040p,   10.0000000m,   20.7801690M
    476,   52.7896649k,  -99.9365628p,  -579.437498p,   479.500935p,   10.0000000m,   20.8550167M
    477,   52.7901009k,  -100.484903p,  -581.187487p,   480.702584p,   10.0000000m,   20.8028838M
    478,   52.7905373k,  -107.280534p,  -590.812510p,   483.531976p,   10.0000000m,   20.6811555M
    479,   52.7909749k,  -103.282886p,  -586.874993p,   483.592107p,   10.0000000m,   20.6785840M
    480,   52.7914119k,  -97.2027502p,  -576.531267p,   479.328517p,   10.0000000m,   20.8625184M
    481,   52.7918489k,  -103.998858p,  -595.406224p,   491.407366p,   10.0000000m,   20.3497153M
    482,   52.7922849k,  -103.037725p,  -570.125003p,   467.087278p,   10.0000000m,   21.4092750M
    483,   52.7927219k,  -95.1434877p,  -577.406234p,   482.262746p,   10.0000000m,   20.7355847M
    484,   52.7931589k,  -100.247427p,  -582.656257p,   482.408830p,   10.0000000m,   20.7293055M
    485,   52.7935959k,  -102.776735p,  -579.406245p,   476.629511p,   10.0000000m,   20.9806564M
    486,   52.7940329k,  -111.064851p,  -565.843761p,   454.778909p,   10.0000000m,   21.9887066M
    487,   52.7944689k,  -100.109017p,  -556.156232p,   456.047215p,   10.0000000m,   21.9275541M
    488,   52.7949219k,  -98.0524808p,  -551.468760p,   453.416279p,   10.0000000m,   22.0547882M
    489,   52.7953663k,  -101.726418p,  -549.093770p,   447.367353p,   10.0000000m,   22.3529946M
    490,   52.7958109k,  -98.4911566p,  -550.812507p,   452.321350p,   10.0000000m,   22.1081760M
    491,   52.7962479k,  -92.5655501p,  -550.687496p,   458.121946p,   10.0000000m,   21.8282492M
    492,   52.7966849k,  -92.1580391p,  -557.093760p,   464.935721p,   10.0000000m,   21.5083495M
    493,   52.7971209k,  -91.9560899p,  -556.593771p,   464.637681p,   10.0000000m,   21.5221460M
    494,   52.7975578k,  -96.1099030p,  -534.906230p,   438.796327p,   10.0000000m,   22.7896164M
    495,   52.7980109k,  -90.6633896p,  -543.343759p,   452.680369p,   10.0000000m,   22.0906420M
    496,   52.7984469k,  -97.3577903p,  -541.937495p,   444.579705p,   10.0000000m,   22.4931545M
    497,   52.7988999k,  -96.4581515p,  -545.781254p,   449.323102p,   10.0000000m,   22.2556996M
    498,   52.7993519k,  -98.5552071p,  -540.499978p,   441.944771p,   10.0000000m,   22.6272617M
    499,   52.7997967k,  -93.8213774p,  -544.406242p,   450.584865p,   10.0000000m,   22.1933775M
    500,   52.8002409k,  -89.5429049p,  -530.406274p,   440.863370p,   10.0000000m,   22.6827645M
    501,   52.8006779k,  -89.1758793p,  -528.468769p,   439.292889p,   10.0000000m,   22.7638558M
    502,   52.8011309k,  -103.990646p,  -534.562505p,   430.571860p,   10.0000000m,   23.2249270M
    503,   52.8015668k,  -90.0351862p,  -527.374977p,   437.339791p,   10.0000000m,   22.8655160M
    504,   52.8020199k,  -96.2520957p,  -528.937505p,   432.685409p,   10.0000000m,   23.1114796M
    505,   52.8024719k,  -95.1821156p,  -540.406275p,   445.224160p,   10.0000000m,   22.4605960M
    506,   52.8029169k,  -94.4659215p,  -515.906262p,   421.440341p,   10.0000000m,   23.7281509M
    507,   52.8033609k,  -90.2888495p,  -532.718758p,   442.429908p,   10.0000000m,   22.6024503M
    508,   52.8037978k,  -88.3328960p,  -529.874977p,   441.542081p,   10.0000000m,   22.6478980M
    509,   52.8042509k,  -92.7945064p,  -527.906274p,   435.111768p,   10.0000000m,   22.9826007M
    510,   52.8046869k,  -92.6381373p,  -523.718735p,   431.080598p,   10.0000000m,   23.1975182M
    511,   52.8051399k,  -88.3941692p,  -516.249987p,   427.855818p,   10.0000000m,   23.3723595M
    512,   52.8055913k,  -88.6801050p,  -525.843757p,   437.163652p,   10.0000000m,   22.8747288M
    513,   52.8060365k,  -87.1261076p,  -512.031251p,   424.905143p,   10.0000000m,   23.5346645M
    514,   52.8064819k,  -88.7809945p,  -514.625009p,   425.844015p,   10.0000000m,   23.4827769M
    515,   52.8069179k,  -88.7520618p,  -526.999999p,   438.247937p,   10.0000000m,   22.8181336M
    516,   52.8073709k,  -88.3432559p,  -527.406230p,   439.062974p,   10.0000000m,   22.7757761M
    517,   52.8078079k,  -95.8398991p,  -510.624987p,   414.785088p,   10.0000000m,   24.1088706M
    518,   52.8082599k,  -83.3533941p,  -506.187481p,   422.834087p,   10.0000000m,   23.6499382M
    519,   52.8087119k,  -87.3654581p,  -511.687526p,   424.322068p,   10.0000000m,   23.5670043M
    520,   52.8091568k,  -82.5241105p,  -515.531229p,   433.007118p,   10.0000000m,   23.0943086M
    521,   52.8096019k,  -90.3817987p,  -516.812482p,   426.430683p,   10.0000000m,   23.4504701M
    522,   52.8100378k,  -90.3722908p,  -516.937493p,   426.565202p,   10.0000000m,   23.4430749M
    523,   52.8104903k,  -85.0881271p,  -514.999987p,   429.911860p,   10.0000000m,   23.2605818M
    524,   52.8109279k,  -85.4903217p,  -512.218767p,   426.728446p,   10.0000000m,   23.4341069M
    525,   52.8113799k,  -86.0468238p,  -510.875009p,   424.828185p,   10.0000000m,   23.5389279M
    526,   52.8118319k,  -85.1062909p,  -514.312481p,   429.206191p,   10.0000000m,   23.2988252M
    527,   52.8122767k,  -88.4093853p,  -507.781261p,   419.371876p,   10.0000000m,   23.8451851M
    528,   52.8127219k,  -89.9190465p,  -515.468723p,   425.549677p,   10.0000000m,   23.4990191M
    529,   52.8131579k,  -84.6339627p,  -511.531262p,   426.897299p,   10.0000000m,   23.4248378M
    530,   52.8136109k,  -86.9755316p,  -501.906239p,   414.930707p,   10.0000000m,   24.1004096M
    531,   52.8140479k,  -91.2602236p,  -518.281251p,   427.021028p,   10.0000000m,   23.4180505M
    532,   52.8144993k,  -89.9286908p,  -512.968723p,   423.040032p,   10.0000000m,   23.6384248M
    533,   52.8149519k,  -84.6008554p,  -502.218767p,   417.617911p,   10.0000000m,   23.9453331M
    534,   52.8153970k,  -82.1564715p,  -499.812525p,   417.656053p,   10.0000000m,   23.9431463M
    535,   52.8158419k,  -81.6911633p,  -494.406238p,   412.715075p,   10.0000000m,   24.2297910M
    536,   52.8162778k,  -86.5692987p,  -498.156238p,   411.586940p,   10.0000000m,   24.2962034M
    537,   52.8167309k,  -84.7472397p,  -505.906261p,   421.159022p,   10.0000000m,   23.7440005M
    538,   52.8171679k,  -87.7274060p,  -495.906261p,   408.178854p,   10.0000000m,   24.4990643M
    539,   52.8176199k,  -82.3416201p,  -501.281239p,   418.939619p,   10.0000000m,   23.8697883M
    540,   52.8180719k,  -82.6075517p,  -501.531261p,   418.923709p,   10.0000000m,   23.8706948M
    541,   52.8185159k,  -90.4069487p,  -515.562482p,   425.155533p,   10.0000000m,   23.5208041M
    542,   52.8189619k,  -83.2256679p,  -489.218777p,   405.993109p,   10.0000000m,   24.6309600M
    543,   52.8193979k,  -80.7942679p,  -500.156250p,   419.361982p,   10.0000000m,   23.8457477M
    544,   52.8198509k,  -84.4061648p,  -494.906227p,   410.500062p,   10.0000000m,   24.3605322M
    545,   52.8202879k,  -80.8261484p,  -486.124974p,   405.298825p,   10.0000000m,   24.6731532M
    546,   52.8207399k,  -79.0773922p,  -494.781272p,   415.703879p,   10.0000000m,   24.0555850M
    547,   52.8211919k,  -80.8953619p,  -498.500019p,   417.604657p,   10.0000000m,   23.9460931M
    548,   52.8216369k,  -79.4901001p,  -494.343733p,   414.853632p,   10.0000000m,   24.1048872M
    549,   52.8220819k,  -75.5956073p,  -489.562502p,   413.966894p,   10.0000000m,   24.1565211M
    550,   52.8225172k,  -91.8342079p,  -484.062512p,   392.228304p,   10.0000000m,   25.4953554M
    551,   52.8229709k,  -78.1902092p,  -488.406260p,   410.216051p,   10.0000000m,   24.3773982M
    552,   52.8234079k,  -81.0046857p,  -498.531272p,   417.526586p,   10.0000000m,   23.9505707M
    553,   52.8238599k,  -86.8189751p,  -498.156238p,   411.337263p,   10.0000000m,   24.3109509M
    554,   52.8243119k,  -81.0074802p,  -486.656271p,   405.648791p,   10.0000000m,   24.6518669M
    555,   52.8247565k,  -81.3060592p,  -496.749974p,   415.443915p,   10.0000000m,   24.0706378M
    556,   52.8252019k,  -80.3592216p,  -498.781239p,   418.422017p,   10.0000000m,   23.8993160M
    557,   52.8256379k,  -82.9741855p,  -504.343733p,   421.369548p,   10.0000000m,   23.7321374M
    558,   52.8260909k,  -84.2524537p,  -499.312480p,   415.060027p,   10.0000000m,   24.0929007M
    559,   52.8265273k,  -86.0850771p,  -501.749975p,   415.664898p,   10.0000000m,   24.0578409M
    560,   52.8269799k,  -83.4295255p,  -515.781251p,   432.351726p,   10.0000000m,   23.1293167M
    561,   52.8274319k,  -84.1578858p,  -519.968735p,   435.810849p,   10.0000000m,   22.9457344M
    562,   52.8278770k,  -83.7935012p,  -507.406228p,   423.612727p,   10.0000000m,   23.6064673M
    563,   52.8283219k,  -81.1750612p,  -513.406262p,   432.231201p,   10.0000000m,   23.1357662M
    564,   52.8287579k,  -87.8899435p,  -523.593724p,   435.703780p,   10.0000000m,   22.9513730M
    565,   52.8292109k,  -91.4715104p,  -535.656242p,   444.184731p,   10.0000000m,   22.5131557M
    566,   52.8296479k,  -87.1694044p,  -531.468758p,   444.299353p,   10.0000000m,   22.5073476M
    567,   52.8300999k,  -84.9528695p,  -541.656275p,   456.703406p,   10.0000000m,   21.8960487M
    568,   52.8305513k,  -88.6706312p,  -555.750002p,   467.079370p,   10.0000000m,   21.4096375M
    569,   52.8309954k,  -85.3120910p,  -540.312517p,   455.000426p,   10.0000000m,   21.9780014M
    570,   52.8314419k,  -84.4471442p,  -548.624979p,   464.177835p,   10.0000000m,   21.5434673M
    571,   52.8318779k,  -79.6208764p,  -532.156263p,   452.535387p,   10.0000000m,   22.0977194M
    572,   52.8323309k,  -80.9920256p,  -536.500011p,   455.507986p,   10.0000000m,   21.9535119M
    573,   52.8327679k,  -88.3132498p,  -556.375002p,   468.061752p,   10.0000000m,   21.3647023M
    574,   52.8332199k,  -93.4418451p,  -549.874979p,   456.433134p,   10.0000000m,   21.9090142M
    575,   52.8336718k,  -88.5881270p,  -546.281242p,   457.693115p,   10.0000000m,   21.8487009M
    576,   52.8341169k,  -88.9220625p,  -544.437495p,   455.515433p,   10.0000000m,   21.9531530M
    577,   52.8345619k,  -91.4534488p,  -556.843738p,   465.390289p,   10.0000000m,   21.4873414M
    578,   52.8349979k,  -89.8206619p,  -546.187484p,   456.366822p,   10.0000000m,   21.9121976M
    579,   52.8354509k,  -87.1494684p,  -544.843726p,   457.694257p,   10.0000000m,   21.8486464M
    580,   52.8358879k,  -88.1204333p,  -541.218736p,   453.098303p,   10.0000000m,   22.0702658M
    581,   52.8363399k,  -80.2904000p,  -543.343759p,   463.053359p,   10.0000000m,   21.5957833M
    582,   52.8367929k,  -91.6252897p,  -538.124989p,   446.499699p,   10.0000000m,   22.3964317M
    583,   52.8372371k,  -92.5360040p,  -542.781264p,   450.245260p,   10.0000000m,   22.2101172M
    584,   52.8376819k,  -89.6331107p,  -545.781254p,   456.148143p,   10.0000000m,   21.9227024M
    585,   52.8381189k,  -89.8527809p,  -551.343748p,   461.490968p,   10.0000000m,   21.6688965M
    586,   52.8385709k,  -90.0315397p,  -539.312484p,   449.280944p,   10.0000000m,   22.2577880M
    587,   52.8390079k,  -87.2333868p,  -531.249988p,   444.016602p,   10.0000000m,   22.5216804M
    588,   52.8394599k,  -89.7783534p,  -543.937506p,   454.159153p,   10.0000000m,   22.0187129M
    589,   52.8399129k,  -99.6999557p,  -534.406241p,   434.706286p,   10.0000000m,   23.0040382M
    590,   52.8403569k,  -99.2462854p,  -551.562518p,   452.316233p,   10.0000000m,   22.1084261M
    591,   52.8408019k,  -94.6956277p,  -543.312506p,   448.616878p,   10.0000000m,   22.2907351M
    592,   52.8412389k,  -93.7681980p,  -540.906264p,   447.138066p,   10.0000000m,   22.3644569M
    593,   52.8416909k,  -94.6763734p,  -534.562505p,   439.886132p,   10.0000000m,   22.7331559M
    594,   52.8421279k,  -95.7103155p,  -541.749978p,   446.039663p,   10.0000000m,   22.4195309M
    595,   52.8425799k,  -91.2800574p,  -531.187483p,   439.907426p,   10.0000000m,   22.7320555M
    596,   52.8430329k,  -90.2907408p,  -529.468747p,   439.178006p,   10.0000000m,   22.7698106M
    597,   52.8434764k,  -96.5586321p,  -532.843769p,   436.285137p,   10.0000000m,   22.9207900M
    598,   52.8439219k,  -94.5334651p,  -547.625001p,   453.091536p,   10.0000000m,   22.0705955M
    599,   52.8443589k,  -93.7342045p,  -540.812506p,   447.078301p,   10.0000000m,   22.3674465M
    600,   52.8448109k,  -94.8439885p,  -528.781241p,   433.937253p,   10.0000000m,   23.0448065M
    601,   52.8452479k,  -93.3010326p,  -536.625022p,   443.323990p,   10.0000000m,   22.5568664M
    602,   52.8456999k,  -91.2666474p,  -526.593769p,   435.327121p,   10.0000000m,   22.9712313M
    603,   52.8461528k,  -92.3568532p,  -534.500000p,   442.143147p,   10.0000000m,   22.6171096M
    604,   52.8465974k,  -97.7816930p,  -531.156230p,   433.374537p,   10.0000000m,   23.0747290M
    605,   52.8470419k,  -87.1155774p,  -524.125021p,   437.009444p,   10.0000000m,   22.8828007M
    606,   52.8474789k,  -87.7434058p,  -531.968747p,   444.225341p,   10.0000000m,   22.5110976M
    607,   52.8479309k,  -82.7897015p,  -520.093746p,   437.304044p,   10.0000000m,   22.8673851M
    608,   52.8483679k,  -85.5958799p,  -531.156230p,   445.560350p,   10.0000000m,   22.4436488M
    609,   52.8488199k,  -93.5367367p,  -529.062516p,   435.525779p,   10.0000000m,   22.9607534M
    610,   52.8492728k,  -87.9799959p,  -518.906251p,   430.926255p,   10.0000000m,   23.2058267M
    611,   52.8497165k,  -88.1359733p,  -530.624988p,   442.489015p,   10.0000000m,   22.5994311M
    612,   52.8501619k,  -90.9764689p,  -524.156274p,   433.179805p,   10.0000000m,   23.0851020M
    613,   52.8505989k,  -82.8438351p,  -525.312516p,   442.468681p,   10.0000000m,   22.6004697M
    614,   52.8510509k,  -86.1521607p,  -525.937516p,   439.785355p,   10.0000000m,   22.7383652M
    615,   52.8514873k,  -84.3002147p,  -533.250000p,   448.949785p,   10.0000000m,   22.2742060M
    616,   52.8519399k,  -89.3228940p,  -530.968769p,   441.645875p,   10.0000000m,   22.6425753M
    617,   52.8523929k,  -89.3981564p,  -530.406274p,   441.008118p,   10.0000000m,   22.6753195M
    618,   52.8528370k,  -87.6183378p,  -527.250021p,   439.631684p,   10.0000000m,   22.7463133M
    619,   52.8532819k,  -94.2794098p,  -525.875010p,   431.595600p,   10.0000000m,   23.1698377M
    620,   52.8537189k,  -84.1544609p,  -536.468758p,   452.314297p,   10.0000000m,   22.1085207M
    621,   52.8541709k,  -81.9366820p,  -541.124978p,   459.188296p,   10.0000000m,   21.7775585M
    622,   52.8546079k,  -87.5100191p,  -536.406253p,   448.896234p,   10.0000000m,   22.2768632M
    623,   52.8550599k,  -90.6343374p,  -542.937473p,   452.303135p,   10.0000000m,   22.1090663M
    624,   52.8555122k,  -91.7862766p,  -544.687517p,   452.901241p,   10.0000000m,   22.0798689M
    625,   52.8559558k,  -84.9083458p,  -536.718725p,   451.810379p,   10.0000000m,   22.1331790M
    626,   52.8564019k,  -89.7359256p,  -545.281265p,   455.545339p,   10.0000000m,   21.9517118M
    627,   52.8568389k,  -88.3337992p,  -542.656253p,   454.322454p,   10.0000000m,   22.0107985M
    628,   52.8572909k,  -91.2948814p,  -550.468726p,   459.173845p,   10.0000000m,   21.7782439M
    629,   52.8577279k,  -86.3519458p,  -539.249978p,   452.898032p,   10.0000000m,   22.0800253M
    630,   52.8581799k,  -90.4227952p,  -545.187506p,   454.764711p,   10.0000000m,   21.9893931M
    631,   52.8586329k,  -88.8341910p,  -549.625012p,   460.790821p,   10.0000000m,   21.7018212M
    632,   52.8590765k,  -93.7415656p,  -534.531253p,   440.789687p,   10.0000000m,   22.6865562M
    633,   52.8595213k,  -87.6378306p,  -532.187516p,   444.549686p,   10.0000000m,   22.4946734M
    634,   52.8599589k,  -84.5833731p,  -535.281264p,   450.697891p,   10.0000000m,   22.1878119M
    635,   52.8604109k,  -87.1878409p,  -532.312527p,   445.124687p,   10.0000000m,   22.4656154M
    636,   52.8608479k,  -93.3253475p,  -550.656243p,   457.330895p,   10.0000000m,   21.8660058M
    637,   52.8612999k,  -85.4551357p,  -541.656275p,   456.201140p,   10.0000000m,   21.9201557M
    638,   52.8617529k,  -92.3152604p,  -538.250000p,   445.934740p,   10.0000000m,   22.4248059M
    639,   52.8621965k,  -91.3646743p,  -545.375023p,   454.010349p,   10.0000000m,   22.0259296M
    640,   52.8626419k,  -91.4298835p,  -538.250000p,   446.820117p,   10.0000000m,   22.3803710M
    641,   52.8630789k,  -91.2681979p,  -537.156264p,   445.888066p,   10.0000000m,   22.4271533M
    642,   52.8635303k,  -91.7335400p,  -541.375000p,   449.641460p,   10.0000000m,   22.2399420M
    643,   52.8639679k,  -91.6403524p,  -531.375000p,   439.734647p,   10.0000000m,   22.7409872M
    644,   52.8644199k,  -91.9560728p,  -536.812483p,   444.856411p,   10.0000000m,   22.4791635M
    645,   52.8648729k,  -96.9940021p,  -550.250012p,   453.256010p,   10.0000000m,   22.0625867M
    646,   52.8653166k,  -93.3665485p,  -522.656252p,   429.289703p,   10.0000000m,   23.2942927M
    647,   52.8657619k,  -95.2796994p,  -514.531251p,   419.251552p,   10.0000000m,   23.8520286M
    648,   52.8661989k,  -93.5876669p,  -514.562504p,   420.974837p,   10.0000000m,   23.7543889M
    649,   52.8666509k,  -93.1968034p,  -525.906263p,   432.709460p,   10.0000000m,   23.1101950M
    650,   52.8670879k,  -92.9924857p,  -514.499998p,   421.507512p,   10.0000000m,   23.7243696M
    651,   52.8675393k,  -96.9962513p,  -515.875009p,   418.878758p,   10.0000000m,   23.8732564M
    652,   52.8679769k,  -97.8023445p,  -520.937515p,   423.135171p,   10.0000000m,   23.6331099M
    653,   52.8684139k,  -93.4196599p,  -518.437515p,   425.017855p,   10.0000000m,   23.5284233M
    654,   52.8688509k,  -92.2674141p,  -508.218745p,   415.951331p,   10.0000000m,   24.0412742M
    655,   52.8692879k,  -95.1991377p,  -510.781251p,   415.582113p,   10.0000000m,   24.0626333M
    656,   52.8697239k,  -97.1757939p,  -515.968768p,   418.792974p,   10.0000000m,   23.8781465M
    657,   52.8701609k,  -87.4598044p,  -515.937515p,   428.477711p,   10.0000000m,   23.3384369M
    658,   52.8705977k,  -88.7906387p,  -516.625021p,   427.834382p,   10.0000000m,   23.3735306M
    659,   52.8710349k,  -90.3031966p,  -505.812503p,   415.509306p,   10.0000000m,   24.0668496M
    660,   52.8714719k,  -85.5252863p,  -497.999975p,   412.474688p,   10.0000000m,   24.2439119M
    661,   52.8719079k,  -85.6548017p,  -497.937525p,   412.282723p,   10.0000000m,   24.2552002M
    662,   52.8723449k,  -85.5298017p,  -511.187481p,   425.657679p,   10.0000000m,   23.4930567M
    663,   52.8727819k,  -91.8540929p,  -512.031251p,   420.177158p,   10.0000000m,   23.7994851M
    664,   52.8732189k,  -79.7765810p,  -496.843733p,   417.067152p,   10.0000000m,   23.9769542M
    665,   52.8736559k,  -87.2552652p,  -496.062524p,   408.807259p,   10.0000000m,   24.4614052M
    666,   52.8740919k,  -82.7046414p,  -496.656272p,   413.951630p,   10.0000000m,   24.1574118M
    667,   52.8745283k,  -83.0856563p,  -503.468767p,   420.383110p,   10.0000000m,   23.7878253M
    668,   52.8749659k,  -87.5037999p,  -512.562492p,   425.058693p,   10.0000000m,   23.5261628M
    669,   52.8754029k,  -88.1760838p,  -499.906228p,   411.730144p,   10.0000000m,   24.2877529M
    670,   52.8758399k,  -83.3768573p,  -490.375018p,   406.998161p,   10.0000000m,   24.5701356M
    671,   52.8762919k,  -81.0946871p,  -501.312492p,   420.217804p,   10.0000000m,   23.7971830M
    672,   52.8767359k,  -81.6323780p,  -491.031271p,   409.398893p,   10.0000000m,   24.4260553M
    673,   52.8771809k,  -82.5221510p,  -488.156238p,   405.634087p,   10.0000000m,   24.6527605M
    674,   52.8776179k,  -86.7103667p,  -492.906271p,   406.195905p,   10.0000000m,   24.6186628M
    675,   52.8780549k,  -150.294711p,  -541.562517p,   391.267806p,   10.0000000m,   25.5579423M
    676,   52.8784913k,  -85.1758964p,  -510.156251p,   424.980354p,   10.0000000m,   23.5304995M
    677,   52.8789278k,  -87.2797676p,  -494.874974p,   407.595207p,   10.0000000m,   24.5341452M
    678,   52.8793809k,  -88.8856665p,  -508.218745p,   419.333078p,   10.0000000m,   23.8473913M
    679,   52.8798179k,  -89.2123945p,  -494.437491p,   405.225096p,   10.0000000m,   24.6776423M
    680,   52.8802699k,  -84.4580153p,  -484.468743p,   400.010728p,   10.0000000m,   24.9993295M
    681,   52.8807219k,  -85.2947793p,  -494.499997p,   409.205217p,   10.0000000m,   24.4376161M
    682,   52.8811670k,  -89.3888359p,  -486.687524p,   397.298688p,   10.0000000m,   25.1699799M
    683,   52.8816119k,  -90.1874829p,  -489.281227p,   399.093744p,   10.0000000m,   25.0567696M
    684,   52.8820479k,  -89.4579642p,  -494.843777p,   405.385813p,   10.0000000m,   24.6678588M
    685,   52.8825003k,  -82.2389415p,  -489.249974p,   407.011032p,   10.0000000m,   24.5693586M
    686,   52.8829379k,  -89.8087685p,  -476.031270p,   386.222501p,   10.0000000m,   25.8918110M
    687,   52.8833899k,  -81.4485755p,  -481.031270p,   399.582695p,   10.0000000m,   25.0261088M
    688,   52.8838419k,  -76.8118355p,  -483.124984p,   406.313149p,   10.0000000m,   24.6115589M
    689,   52.8842870k,  -75.1771232p,  -479.781270p,   404.604147p,   10.0000000m,   24.7155153M
    690,   52.8847319k,  -77.5187602p,  -477.250017p,   399.731257p,   10.0000000m,   25.0168077M
    691,   52.8851678k,  -82.3608234p,  -479.812523p,   397.451700p,   10.0000000m,   25.1602899M
    692,   52.8856209k,  -79.6801559p,  -479.093765p,   399.413609p,   10.0000000m,   25.0367033M
    693,   52.8860579k,  -85.0957606p,  -472.624995p,   387.529234p,   10.0000000m,   25.8045048M
    694,   52.8865093k,  -80.4994205p,  -475.250006p,   394.750585p,   10.0000000m,   25.3324513M
    695,   52.8869619k,  -83.6878237p,  -480.156248p,   396.468424p,   10.0000000m,   25.2226896M
    696,   52.8874065k,  -77.5927959p,  -470.781247p,   393.188451p,   10.0000000m,   25.4330969M
    697,   52.8878519k,  -81.6839216p,  -477.374973p,   395.691051p,   10.0000000m,   25.2722420M
    698,   52.8882879k,  -80.8444315p,  -484.750018p,   403.905586p,   10.0000000m,   24.7582612M
    699,   52.8887409k,  -77.8299822p,  -471.531258p,   393.701276p,   10.0000000m,   25.3999685M
    700,   52.8891779k,  -80.8095351p,  -472.781259p,   391.971723p,   10.0000000m,   25.5120444M
    701,   52.8896299k,  -78.4712888p,  -465.000011p,   386.528722p,   10.0000000m,   25.8712986M
    702,   52.8900819k,  -78.5209753p,  -476.531259p,   398.010284p,   10.0000000m,   25.1249790M
    703,   52.8905259k,  -75.2942169p,  -464.593752p,   389.299535p,   10.0000000m,   25.6871614M
    704,   52.8909719k,  -73.6778217p,  -462.781258p,   389.103436p,   10.0000000m,   25.7001072M
    705,   52.8914079k,  -73.8451473p,  -469.562500p,   395.717353p,   10.0000000m,   25.2705623M
    706,   52.8918609k,  -78.1649229p,  -475.875006p,   397.710083p,   10.0000000m,   25.1439439M
    707,   52.8922979k,  -74.2788134p,  -478.687479p,   404.408665p,   10.0000000m,   24.7274623M
    708,   52.8927499k,  -75.3541610p,  -469.593753p,   394.239592p,   10.0000000m,   25.3652860M
    709,   52.8932019k,  -74.3966910p,  -472.343775p,   397.947084p,   10.0000000m,   25.1289691M
    710,   52.8936466k,  -78.9544881p,  -469.999983p,   391.045495p,   10.0000000m,   25.5724721M
    711,   52.8940919k,  -78.6083016p,  -473.468764p,   394.860463p,   10.0000000m,   25.3254021M
    712,   52.8945273k,  -86.7753886p,  -493.812491p,   407.037102p,   10.0000000m,   24.5677850M
    713,   52.8949809k,  -84.9052617p,  -488.937502p,   404.032240p,   10.0000000m,   24.7505001M
    714,   52.8954179k,  -82.5364981p,  -495.031238p,   412.494740p,   10.0000000m,   24.2427334M
    715,   52.8958699k,  -89.8043212p,  -497.281272p,   407.476950p,   10.0000000m,   24.5412654M
    716,   52.8963219k,  -95.2693567p,  -514.874976p,   419.605619p,   10.0000000m,   23.8319020M
    717,   52.8967667k,  -97.3049175p,  -514.249976p,   416.945058p,   10.0000000m,   23.9839753M
    718,   52.8972119k,  -92.5376909p,  -505.562481p,   413.024790p,   10.0000000m,   24.2116218M
    719,   52.8976479k,  -93.0673221p,  -512.031251p,   418.963929p,   10.0000000m,   23.8684033M
    720,   52.8981009k,  -94.0074803p,  -519.999988p,   425.992507p,   10.0000000m,   23.4745913M
    721,   52.8985373k,  -94.1600498p,  -519.843724p,   425.683674p,   10.0000000m,   23.4916221M
    722,   52.8989899k,  -93.9443498p,  -523.906252p,   429.961902p,   10.0000000m,   23.2578746M
    723,   52.8994429k,  -95.7208287p,  -525.593735p,   429.872906p,   10.0000000m,   23.2626896M
    724,   52.8998870k,  -94.7216636p,  -532.374977p,   437.653314p,   10.0000000m,   22.8491358M
    725,   52.9003319k,  -92.7775014p,  -538.312506p,   445.535004p,   10.0000000m,   22.4449255M
    726,   52.9007689k,  -90.6240118p,  -534.093769p,   443.469757p,   10.0000000m,   22.5494520M
    727,   52.9012209k,  -88.0481189p,  -536.593769p,   448.545651p,   10.0000000m,   22.2942748M
    728,   52.9016579k,  -91.9869480p,  -540.562484p,   448.575536p,   10.0000000m,   22.2927895M
    729,   52.9021099k,  -89.3513666p,  -539.718770p,   450.367403p,   10.0000000m,   22.2040937M
    730,   52.9025623k,  -91.5327495p,  -543.031231p,   451.498482p,   10.0000000m,   22.1484687M
    731,   52.9030060k,  -100.635155p,  -537.156264p,   436.521109p,   10.0000000m,   22.9083996M
